Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size,Jalali_Date,J_Year,J_Month,J_Day,J_WeekOfYear,J_Season,J_Weekday_Name,Production_Date,Expiry_Date,Expired_Qty_Today,Risk_Qty_Next_30d,Expiry_Risk_Index
2023-05-02,INTSHIP,Issue for Material Requisition,3337.0,Material Requisition,-60.0,3069.0,0.52,4000,8000,1402-02-13,1402,2,13,7,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-02,INTSHIP,Issue for Material Requisition,2248.0,Material Requisition,-60.0,3009.0,0.51,4000,8000,1402-02-13,1402,2,13,7,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-02,INTSHIP,Issue for Material Requisition,2220.0,Material Requisition,-24.0,2985.0,0.5,4000,8000,1402-02-13,1402,2,13,7,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-02,INTSHIP,Issue for Material Requisition,2178.0,Material Requisition,-60.0,2925.0,0.49,4000,8000,1402-02-13,1402,2,13,7,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-03,INTSHIP,Issue for Material Requisition,3100.0,Material Requisition,-60.0,2805.0,0.47,4000,8000,1402-02-14,1402,2,14,7,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-03,INTSHIP,Issue for Material Requisition,3412.0,Material Requisition,-60.0,2865.0,0.48,4000,8000,1402-02-14,1402,2,14,7,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-04,INTSHIP,Issue for Material Requisition,2912.0,Material Requisition,-60.0,2745.0,0.46,4000,8000,1402-02-15,1402,2,15,7,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-04,INTSHIP,Issue for Material Requisition,2998.0,Material Requisition,-60.0,2685.0,0.45,4000,8000,1402-02-15,1402,2,15,7,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-04,INTSHIP,Issue for Material Requisition,3483.0,Material Requisition,-60.0,2625.0,0.44,4000,8000,1402-02-15,1402,2,15,7,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-05,INTSHIP,Issue for Material Requisition,2818.0,Material Requisition,-48.0,2577.0,0.43,4000,8000,1402-02-16,1402,2,16,7,بهار,جمعه,,,0.0,0,0.0
2023-05-05,INTSHIP,Issue for Material Requisition,3526.0,Material Requisition,-60.0,2517.0,0.42,4000,8000,1402-02-16,1402,2,16,7,بهار,جمعه,,,0.0,0,0.0
2023-05-06,INTSHIP,Issue for Material Requisition,3545.0,Material Requisition,-60.0,2457.0,0.41,4000,8000,1402-02-17,1402,2,17,7,بهار,شنبه,,,0.0,0,0.0
2023-05-07,INTSHIP,Issue for Material Requisition,1287.0,Material Requisition,-36.0,2421.0,0.41,4000,8000,1402-02-18,1402,2,18,7,بهار,یکشنبه,,,0.0,0,0.0
2023-05-07,INTSHIP,Issue for Material Requisition,3605.0,Material Requisition,-60.0,2361.0,0.4,4000,8000,1402-02-18,1402,2,18,7,بهار,یکشنبه,,,0.0,0,0.0
2023-05-09,INTSHIP,Issue for Material Requisition,3687.0,Material Requisition,-60.0,2301.0,0.39,4000,8000,1402-02-20,1402,2,20,8,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-10,INTSHIP,Issue for Material Requisition,3833.0,Material Requisition,-60.0,2181.0,0.37,4000,8000,1402-02-21,1402,2,21,8,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-10,INTSHIP,Issue for Material Requisition,3766.0,Material Requisition,-60.0,2241.0,0.38,4000,8000,1402-02-21,1402,2,21,8,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-14,INTSHIP,Issue for Material Requisition,3983.0,Material Requisition,-60.0,2001.0,0.34,4000,8000,1402-02-25,1402,2,25,8,بهار,یکشنبه,,,0.0,0,0.0
2023-05-14,INTSHIP,Issue for Material Requisition,3952.0,Material Requisition,-60.0,2061.0,0.35,4000,8000,1402-02-25,1402,2,25,8,بهار,یکشنبه,,,0.0,0,0.0
2023-05-14,INTSHIP,Issue for Material Requisition,3887.0,Material Requisition,-60.0,2121.0,0.36,4000,8000,1402-02-25,1402,2,25,8,بهار,یکشنبه,,,0.0,0,0.0
2023-05-15,INTSHIP,Issue for Material Requisition,1062.0,Material Requisition,-60.0,1941.0,0.33,4000,8000,1402-02-26,1402,2,26,9,بهار,دوشنبه,,,0.0,0,0.0
2023-05-17,INTSHIP,Issue for Material Requisition,4081.0,Material Requisition,-60.0,1881.0,0.32,4000,8000,1402-02-28,1402,2,28,9,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-17,INTSHIP,Issue for Material Requisition,4174.0,Material Requisition,-50.0,1831.0,0.31,4000,8000,1402-02-28,1402,2,28,9,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-18,INTSHIP,Issue for Material Requisition,4252.0,Material Requisition,-39.0,1792.0,0.3,4000,8000,1402-02-29,1402,2,29,9,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-18,INTSHIP,Issue for Material Requisition,4297.0,Material Requisition,-48.0,1744.0,0.29,4000,8000,1402-02-29,1402,2,29,9,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-18,INTSHIP,Issue for Material Requisition,4347.0,Material Requisition,-48.0,1696.0,0.29,4000,8000,1402-02-29,1402,2,29,9,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-19,INTSHIP,Issue for Material Requisition,4390.0,Material Requisition,-48.0,1648.0,0.28,4000,8000,1402-02-30,1402,2,30,9,بهار,جمعه,,,0.0,0,0.0
2023-05-20,INTSHIP,Issue for Material Requisition,4422.0,Material Requisition,-48.0,1600.0,0.27,4000,8000,1402-02-31,1402,2,31,9,بهار,شنبه,,,0.0,0,0.0
2023-05-21,INTSHIP,Issue for Material Requisition,4457.0,Material Requisition,-48.0,1552.0,0.26,4000,8000,1402-03-01,1402,3,1,9,بهار,یکشنبه,,,0.0,0,0.0
2023-05-22,INTSHIP,Issue for Material Requisition,4557.0,Material Requisition,-60.0,1492.0,0.25,4000,8000,1402-03-02,1402,3,2,10,بهار,دوشنبه,,,0.0,0,0.0
2023-05-23,INTSHIP,Issue for Material Requisition,4625.0,Material Requisition,-60.0,1432.0,0.24,4000,8000,1402-03-03,1402,3,3,10,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-23,INTSHIP,Issue for Material Requisition,4598.0,Material Requisition,-12.0,1420.0,0.24,4000,8000,1402-03-03,1402,3,3,10,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-24,INTSHIP,Issue for Material Requisition,4684.0,Material Requisition,-60.0,1360.0,0.23,4000,8000,1402-03-04,1402,3,4,10,بهار,چهارشنبه,,,0.0,0,0.0
2023-05-25,INTSHIP,Issue for Material Requisition,4739.0,Material Requisition,-60.0,1300.0,0.22,4000,8000,1402-03-05,1402,3,5,10,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-05-26,INTSHIP,Issue for Material Requisition,4784.0,Material Requisition,-60.0,1240.0,0.21,4000,8000,1402-03-06,1402,3,6,10,بهار,جمعه,,,0.0,0,0.0
2023-05-27,INTSHIP,Issue for Material Requisition,4817.0,Material Requisition,-60.0,1180.0,0.2,4000,8000,1402-03-07,1402,3,7,10,بهار,شنبه,,,0.0,0,0.0
2023-05-28,INTSHIP,Issue for Material Requisition,4861.0,Material Requisition,-60.0,1120.0,0.19,4000,8000,1402-03-08,1402,3,8,10,بهار,یکشنبه,,,0.0,0,0.0
2023-05-30,INTSHIP,Issue for Material Requisition,4909.0,Material Requisition,-60.0,1060.0,0.18,4000,8000,1402-03-10,1402,3,10,11,بهار,سه‌شنبه,,,0.0,0,0.0
2023-05-31,INTSHIP,Issue for Material Requisition,4969.0,Material Requisition,-60.0,1000.0,0.17,4000,8000,1402-03-11,1402,3,11,11,بهار,چهارشنبه,,,0.0,0,0.0
2023-06-07,INTSHIP,Issue for Material Requisition,5020.0,Material Requisition,-120.0,880.0,0.15,4000,8000,1402-03-18,1402,3,18,12,بهار,چهارشنبه,,,0.0,0,0.0
2023-06-07,INTSHIP,Issue for Material Requisition,5124.0,Material Requisition,-60.0,820.0,0.14,4000,8000,1402-03-18,1402,3,18,12,بهار,چهارشنبه,,,0.0,0,0.0
2023-06-07,INTSHIP,Issue for Material Requisition,5162.0,Material Requisition,-12.0,808.0,0.14,4000,8000,1402-03-18,1402,3,18,12,بهار,چهارشنبه,,,0.0,0,0.0
2023-06-07,INTSHIP,Issue for Material Requisition,5150.0,Material Requisition,-60.0,748.0,0.13,4000,8000,1402-03-18,1402,3,18,12,بهار,چهارشنبه,,,0.0,0,0.0
2023-06-08,INTSHIP,Issue for Material Requisition,5346.0,Material Requisition,-48.0,700.0,0.12,4000,8000,1402-03-19,1402,3,19,12,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-06-08,INTSHIP,Issue for Material Requisition,5183.0,Material Requisition,-60.0,640.0,0.11,4000,8000,1402-03-19,1402,3,19,12,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-06-09,INTSHIP,Issue for Material Requisition,5306.0,Material Requisition,-48.0,424.0,0.07,4000,8000,1402-03-20,1402,3,20,12,بهار,جمعه,,,0.0,0,0.0
2023-06-09,INTSHIP,Issue for Material Requisition,5248.0,Material Requisition,-48.0,472.0,0.08,4000,8000,1402-03-20,1402,3,20,12,بهار,جمعه,,,0.0,0,0.0
2023-06-09,INTSHIP,Issue for Material Requisition,5218.0,Material Requisition,-48.0,592.0,0.1,4000,8000,1402-03-20,1402,3,20,12,بهار,جمعه,,,0.0,0,0.0
2023-06-09,INTSHIP,Issue for Material Requisition,4740.0,Material Requisition,-60.0,532.0,0.09,4000,8000,1402-03-20,1402,3,20,12,بهار,جمعه,,,0.0,0,0.0
2023-06-09,INTSHIP,Issue for Material Requisition,5304.0,Material Requisition,-12.0,520.0,0.09,4000,8000,1402-03-20,1402,3,20,12,بهار,جمعه,,,0.0,0,0.0
2023-06-10,INTSHIP,Issue for Material Requisition,5095.0,Material Requisition,-60.0,364.0,0.06,4000,8000,1402-03-21,1402,3,21,12,بهار,شنبه,,,0.0,0,0.0
2023-06-10,INTSHIP,Issue for Material Requisition,5373.0,Material Requisition,-60.0,304.0,0.05,4000,8000,1402-03-21,1402,3,21,12,بهار,شنبه,,,0.0,0,0.0
2023-06-13,INTSHIP,Issue for Material Requisition,5547.0,Material Requisition,-7.2,296.8,0.05,4000,8000,1402-03-24,1402,3,24,13,بهار,سه‌شنبه,,,0.0,0,0.0
2023-06-13,INTSHIP,Issue for Material Requisition,5568.0,Material Requisition,-54.0,242.8,0.04,4000,8000,1402-03-24,1402,3,24,13,بهار,سه‌شنبه,,,0.0,0,0.0
2023-06-15,INTSHIP,Issue for Material Requisition,5558.0,Material Requisition,-54.0,188.8,0.03,4000,8000,1402-03-26,1402,3,26,13,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-06-15,INTSHIP,Issue for Material Requisition,5512.0,Material Requisition,-78.6,110.2,0.02,4000,8000,1402-03-26,1402,3,26,13,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-06-15,INTSHIP,Issue for Material Requisition,5418.0,Material Requisition,-60.0,50.2,0.01,4000,8000,1402-03-26,1402,3,26,13,بهار,پنج‌شنبه,,,0.0,0,0.0
2023-06-17,INTSHIP,Issue for Material Requisition,2994.0,Material Requisition,-24.0,14.2,0.0,4000,8000,1402-03-28,1402,3,28,13,بهار,شنبه,,,0.0,0,0.0
2023-06-17,INTSHIP,Issue for Material Requisition,5444.0,Material Requisition,-12.0,2.2,0.0,4000,8000,1402-03-28,1402,3,28,13,بهار,شنبه,,,0.0,0,0.0
2023-06-17,INTSHIP,Issue for Material Requisition,3714.0,Material Requisition,-12.0,38.2,0.01,4000,8000,1402-03-28,1402,3,28,13,بهار,شنبه,,,0.0,0,0.0
2023-07-12,ARRIVAL,Receipt of Purchase Order,1050.0,Purchase Order,3996.0,3998.2,0.67,4000,8000,1402-04-22,1402,4,22,17,تابستان,چهارشنبه,2023-07-12,2024-07-11,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6346.0,Material Requisition,-64.8,3154.8,0.53,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6101.0,Material Requisition,-7.2,2802.0,0.47,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6092.0,Material Requisition,-39.6,2809.2,0.47,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6136.0,Material Requisition,-39.6,2848.8,0.48,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6050.0,Material Requisition,-39.6,2888.4,0.49,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6000.0,Material Requisition,-39.6,2928.0,0.49,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6171.0,Material Requisition,-48.6,3010.8,0.51,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6257.0,Material Requisition,-48.6,3059.4,0.51,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6274.0,Material Requisition,-7.2,3108.0,0.52,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6292.0,Material Requisition,-39.6,3115.2,0.52,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6381.0,Material Requisition,-64.8,3219.6,0.54,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,5922.0,Material Requisition,-43.2,2967.6,0.5,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6485.0,Material Requisition,-75.6,3349.2,0.56,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6794.0,Material Requisition,-52.8,3945.4,0.66,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6772.0,Material Requisition,-64.8,3878.4,0.65,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6743.0,Material Requisition,-64.8,3813.6,0.64,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6697.0,Material Requisition,-64.8,3748.8,0.63,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6445.0,Material Requisition,-64.8,3284.4,0.55,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6794.0,Material Requisition,-2.2,3943.2,0.66,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6615.0,Material Requisition,-64.8,3619.2,0.61,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6571.0,Material Requisition,-64.8,3554.4,0.6,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6536.0,Material Requisition,-64.8,3489.6,0.59,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6511.0,Material Requisition,-64.8,3424.8,0.58,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-16,INTSHIP,Issue for Material Requisition,6643.0,Material Requisition,-64.8,3684.0,0.62,4000,8000,1402-04-26,1402,4,26,17,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-17,INTSHIP,Issue for Material Requisition,6850.0,Material Requisition,-55.0,2747.0,0.46,4000,8000,1402-04-27,1402,4,27,18,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-17,INTSHIP,Issue for Material Requisition,6890.0,Material Requisition,-32.4,2714.6,0.46,4000,8000,1402-04-27,1402,4,27,18,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-19,INTSHIP,Issue for Material Requisition,6925.0,Material Requisition,-200.0,2514.6,0.42,4000,8000,1402-04-29,1402,4,29,18,تابستان,چهارشنبه,,,0.0,0,0.0
2023-07-20,INTSHIP,Issue for Material Requisition,6960.0,Material Requisition,-199.8,2314.8,0.39,4000,8000,1402-04-30,1402,4,30,18,تابستان,پنج‌شنبه,,,0.0,0,0.0
2023-07-22,INTSHIP,Issue for Material Requisition,7065.0,Material Requisition,-7.2,2307.6,0.39,4000,8000,1402-05-01,1402,5,1,18,تابستان,شنبه,,,0.0,0,0.0
2023-07-22,INTSHIP,Issue for Material Requisition,6926.0,Material Requisition,-30.0,2277.6,0.38,4000,8000,1402-05-01,1402,5,1,18,تابستان,شنبه,,,0.0,0,0.0
2023-07-22,INTSHIP,Issue for Material Requisition,5758.0,Material Requisition,-65.0,2212.6,0.37,4000,8000,1402-05-01,1402,5,1,18,تابستان,شنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5619.0,Material Requisition,-60.0,1432.8,0.24,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5848.0,Material Requisition,-55.0,1532.8,0.26,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5902.0,Material Requisition,-60.0,1587.8,0.27,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5812.0,Material Requisition,-55.0,1647.8,0.28,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5878.0,Material Requisition,-55.0,1702.8,0.29,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,6226.0,Material Requisition,-40.0,1492.8,0.25,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5720.0,Material Requisition,-65.0,1822.8,0.31,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5670.0,Material Requisition,-65.0,1887.8,0.32,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,3714.0,Material Requisition,-60.0,1952.8,0.33,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,5646.0,Material Requisition,-65.0,1757.8,0.3,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-24,INTSHIP,Issue for Material Requisition,7162.0,Material Requisition,-199.8,2012.8,0.34,4000,8000,1402-05-03,1402,5,3,19,تابستان,دوشنبه,,,0.0,0,0.0
2023-07-25,INTSHIP,Issue for Material Requisition,7210.0,Material Requisition,-7.2,1425.6,0.24,4000,8000,1402-05-04,1402,5,4,19,تابستان,سه‌شنبه,,,0.0,0,0.0
2023-07-27,INTSHIP,Issue for Material Requisition,7349.0,Material Requisition,-152.0,1273.6,0.21,4000,8000,1402-05-06,1402,5,6,19,تابستان,پنج‌شنبه,,,0.0,0,0.0
2023-07-30,INTSHIP,Issue for Material Requisition,7478.0,Material Requisition,-118.8,1154.8,0.19,4000,8000,1402-05-09,1402,5,9,19,تابستان,یکشنبه,,,0.0,0,0.0
2023-07-30,INTSHIP,Issue for Material Requisition,7426.0,Material Requisition,-108.0,1046.8,0.18,4000,8000,1402-05-09,1402,5,9,19,تابستان,یکشنبه,,,0.0,0,0.0
